Paris,1024;1025;1040;106;1070;1083;1103;1109;1128;1154;116;1172;1178;1212;1214;1218;1226;1252;1279;1315;1326;1344;1365;1375;1379;1384;14;1456;148;1489;1490;1492;1500;1529;1618;1620;1652;1657;1671;1673;169;1695;1700;1727;1734;1738;1741;1817;1818;1847;1867;1878;1882;189;1953;1980;2012;2025;2043;2121;2132;2149;2165;2230;2232;2242;2248;2338;2340;2379;2391;2422;2425;245;2465;2473;2482;2483;2487;2489;2497;2513;2523;2526;2535;2563;2712;2755;2842;2910;2917;293;2931;2955;2958;2972;2980;2982;2992;3095;3145;3175;3215;3243;3294;3297;3299;3332;3377;3381;3422;3426;3490;3587;3609;3618;3682;3715;3736;3739;3759;3775;3777;3783;3802;3846;3858;39;3917;3927;4026;4033;4058;4173;4196;4204;4276;431;4379;4404;4446;447;4479;4523;456;4652;4668;4745;4767;4801;4847;4848;4893;4938;494;4947;4948;4950;4994;500;5001;5015;5016;5050;5071;5078;5108;5179;5234;5249;5273;5315;5320;5354;5368;5394;5449;5463;548;5485;5567;5599;5634;5677;5679;5681;5706;5728;5738;5750;5757;5821;585;5868;589;5940;5991;6031;6040;6047;6059;6096;6129;6151;6172;6178;6197;622;6254;6267;6270;6305;6309;6312;6331;6340;6358;6387;6428;6470;691;699;747;758;811;829;833;840;885;893;894;902;913;970;978;980;983
Perth,1169;1478;1559;156;1731;1833;2386;3066;318;3753;4279;4518;5462;559;5598;6060;6339;6500;674;851
Phuket,1115;2599;3379;4010;484;4922;5176;5237;5859;6107;6145
Pinang,1013;1015;102;1039;1087;1100;1121;1132;1150;1151;1161;117;1191;123;1240;1258;1266;1285;129;1300;1312;1316;1323;1328;1356;1359;1369;1389;140;1419;142;1461;1465;1483;1546;1549;1566;1574;1624;167;1676;1681;1683;1702;1725;1764;1779;1787;1799;18;1808;1840;1845;1846;1856;1868;1876;1917;1920;1947;1969;2007;201;2024;2051;2056;2058;2077;2097;2125;2154;216;2191;2210;2234;2239;2245;2252;2254;2266;2285;2289;2295;2311;2354;2369;2447;2456;2472;2568;2585;2600;2657;2709;271;2711;2720;2723;2748;2750;2785;2808;2821;2844;2848;2883;2887;2911;2920;3002;3007;3008;3022;3057;3077;3093;310;3119;3121;3188;3194;3204;321;3220;323;3327;3339;3343;3367;3369;3373;3380;3427;3431;346;3472;3474;3482;3544;3558;359;360;3655;3709;3716;3773;379;3805;3810;3834;3841;3850;3864;3900;3921;3923;3934;3960;3964;3981;4002;4017;4038;407;4098;4105;4133;4149;4239;4263;4271;4287;4310;4314;4322;4360;4366;4393;4394;4399;4401;4430;4447;4465;4477;4492;4493;4501;4518;4596;4617;465;4672;473;4730;4735;4768;4855;4866;4878;4885;4901;4902;4912;4916;4917;4959;4963;4978;4997;4998;5024;5027;5101;5103;5105;5141;5145;5217;5227;5339;5344;5399;5406;5408;5410;5412;5436;5450;5516;553;5532;5533;5560;5565;5576;5581;561;5670;5671;5688;5731;5805;5861;5865;5873;5882;5888;5889;5909;592;5923;5929;593;5930;595;5972;5986;6005;6060;6067;607;6071;6096;6122;6183;6202;6238;6245;6247;6250;6257;631;6316;6329;6334;6357;636;6388;6399;6404;6405;6474;6482;6505;6511;6512;6523;673;686;694;727;728;756;765;766;779;805;838;847;855;860;868;881;897;912;92;958;98;988;999
Piraeus,1041;1077;113;1273;1336;1380;1453;1484;1510;1536;1685;1745;1776;1791;185;2038;2047;2098;2105;2155;2217;2222;2258;2298;2356;2467;252;2538;2560;265;2662;2676;2700;2730;2739;2878;2932;2940;3011;3033;3054;3079;3083;3269;3286;3357;3363;3368;337;3518;3608;3653;3726;3758;3804;3815;3823;3824;3861;390;3932;3938;3953;3957;3967;4005;4080;4083;4124;4147;4189;4317;4329;4353;4428;4457;4510;4743;4770;4836;4838;4859;496;5012;5044;5058;5080;5099;5265;5291;5337;5351;5359;5362;5369;5386;5418;5420;5437;5485;5519;5589;5720;5724;5736;5807;5812;5823;5939;5960;602;6159;6282;6284;6294;6342;6380;6419;754;83;874;876;956;967
Port of Spain,1275;133;205;2673;2736;298;3400;3906;4085;4237;4372;543;5513;5746;5975;6052
Porto,1027;1954;2088;2316;2903;2935;2970;3080;3552;3559;3605;3727;3763;3765;3859;4062;4202;4582;4833;487;4995;5019;5240;5770;731
Prague,1620;2100;2303;2404;2982;3910;3992;4155;4460;4753;5317;5318;5451;5461;5743;5786;6252;980
Puerto Presidente Stroessner,1038;1424;1565;172;1724;177;1843;1913;1931;231;2333;238;2399;2401;266;2710;2722;2764;2773;300;3004;3042;3045;3153;3459;3662;3853;4139;4268;4280;432;4328;4335;4466;4498;4564;4655;4871;5172;5236;5501;557;5571;6306;6448;755;926
Pusan,1583;1609;1766;2231;2238;2457;2521;2595;2686;2909;311;3137;3219;3529;3698;4007;5040;5904;6143;6281;641;863
Quezon City,1004;1006;1016;103;1057;1065;1072;1078;1079;1086;1088;11;1133;1167;1175;1176;1182;1186;1187;1193;1194;1195;1198;1207;1243;125;1256;1268;1269;1277;1286;1290;1297;1298;1302;131;1313;132;1325;1338;134;1352;1358;1373;1382;141;1421;1425;1431;1441;1445;1450;1460;1468;1469;1470;1473;1486;149;1497;1511;1517;1521;1534;1538;1552;1555;1569;1588;1593;1634;1641;1643;1646;1688;1698;1705;1717;1719;1729;1732;1743;1744;175;1763;1773;1786;1790;1816;182;1827;1842;1858;1883;1890;1893;1906;1919;1930;1932;1962;1966;1975;1981;1983;2002;2003;2011;2016;2017;2020;2029;2055;2072;2074;2090;21;2114;212;2129;2133;215;2153;2156;2164;2194;2213;2215;2223;2233;2241;225;226;2264;2272;2275;228;2297;2304;2324;2348;2353;2368;2373;2381;2383;2389;239;2395;2397;2400;2410;2415;2418;242;2423;2424;2438;2466;2485;2486;2488;2496;2502;2503;2504;2506;2510;2533;2552;2554;2557;2561;2567;2574;2575;2576;259;2598;2608;2621;2636;2640;2644;2649;2650;2656;2669;2692;2697;2699;2705;2719;2725;2741;2754;2757;277;2778;2802;2815;2838;2843;2845;2851;2853;2854;2861;2863;2872;2889;289;2895;2896;2897;2904;292;2926;2929;2933;2936;2945;295;2956;2962;2986;2993;2998;3001;301;3010;3012;3017;302;3037;3040;3041;3046;305;3052;3064;3087;3090;3092;3105;3114;3125;3135;3141;3149;3167;3181;3183;319;3191;3200;3207;3214;3217;3224;3226;325;3270;3303;3314;3319;3323;3335;3355;3378;3382;3392;3393;3402;3404;3419;342;3420;3428;343;3430;3444;3448;3456;3473;3477;3487;3499;3502;3510;3517;3522;3537;354;3541;3543;3545;355;3569;3571;3583;3585;3589;3590;3591;3595;3601;3621;364;3640;3651;3652;3664;3667;3679;368;3687;3688;3693;3699;3708;3713;3734;3737;3742;3752;3754;377;3788;3806;3840;3849;385;3866;3878;3897;3909;3924;3935;3954;3986;3990;4012;4018;4021;4029;4032;4040;4042;4055;4081;4088;4092;4103;411;4142;4150;4153;4156;4165;4170;4180;4190;4194;4205;4232;4235;4249;4255;4286;4295;43;430;4308;4342;4343;4354;4359;4371;4377;4382;4387;4403;4411;4433;4434;4436;4443;4448;4459;4495;4496;4507;4514;4516;4527;4534;4538;4544;4546;4554;4566;4584;4585;4590;4591;4594;4595;4597;4599;4601;4613;4643;4651;4654;4660;4667;4670;4676;4685;4696;47;4704;4715;472;4731;4732;4745;4759;4773;4776;4780;4782;4814;4815;4817;4832;4862;4875;4882;4884;4886;491;4924;4936;4965;4977;5;5003;5018;5026;5030;5035;504;5048;5049;505;5050;5051;5054;5055;5064;5068;5070;5104;5106;5110;5111;5135;5138;5139;5152;5157;5165;5170;5173;5174;5182;5185;519;520;5201;5206;5224;5231;5274;5285;5289;5292;5294;5304;5307;5308;5333;5334;5336;534;5342;535;536;5366;5367;5371;5379;5381;5398;5400;5402;541;5415;5417;5421;5446;547;5473;5479;5486;55;5511;5521;5547;5553;5586;5623;5625;5637;564;5640;5651;5652;5657;5663;5664;5697;5702;5703;5707;5716;5739;5745;5752;5755;5758;5763;577;5773;5782;5792;5797;5799;5809;5825;583;5833;5839;584;5872;5874;5880;5890;5908;5933;5937;5946;596;5961;5965;5971;6027;6037;6044;6057;6077;608;6082;6083;6097;6117;613;6144;6157;6161;6189;62;6220;6228;6237;624;6248;6268;6273;6280;6299;6302;6328;6335;6362;6376;6381;6395;6400;6403;6424;6426;6429;6432;6433;6436;6441;6450;6452;646;6460;6466;6468;6471;6475;648;65;655;659;660;669;735;744;752;764;8;821;827;85;87;871;89;890;892;905;911;914;929;934;953;960
Quito,1075;1283;1405;1857;2653;2874;3023;3142;3922;394;427;4381;4583;4852;5250;5262;5711;5791;6036;6095;6298;66;710
Riga,1028;104;1124;1166;1215;1236;124;1301;1315;1381;143;1570;1597;164;1714;1752;1891;19;1909;194;1941;2169;2220;2259;23;2330;257;2580;2652;2671;2675;2784;2809;283;2856;2924;2943;2997;3078;3084;3128;3265;3351;3388;3418;3586;3592;3706;3807;3911;4;40;4006;4061;4090;4096;4107;4148;4188;42;4218;4248;4323;435;443;4435;4535;4563;4576;4690;4849;4907;5028;5122;5147;5238;5241;5272;5370;5427;5583;5641;5701;5717;5760;5877;5879;5922;5977;6076;6091;6106;6185;6232;6244;6489;6494;6518;7;732;781;826;895;936;945
San Juan,1145;1317;2112;2314;27;3310;3486;3500;3756;3757;3821;3956;4141;4196;4216;4231;4380;439;4423;469;4740;4748;4762;4840;4985;5223;525;5255;5644;5673;5978;5992;6255;6325;6351;6490;68;738;748;793
San Salvador,1074;1228;150;1972;2021;2095;2122;2206;2328;2524;2537;2633;2765;3067;3088;3350;3398;3496;378;3945;3947;3950;4451;4525;4557;4956;5115;5252;531;5383;5528;571;5714;5774;5853;5895;5966;6150;616;6196;6330;684;693;707;84;957
Santo Domingo,1060;1076;12;1203;1233;1291;1514;1560;1726;1798;1864;2004;2179;24;2450;2603;270;2756;2820;2846;2873;3192;3407;3432;3572;3575;3684;376;4028;409;4129;4302;436;4412;4437;4487;462;4626;4771;4968;4970;5014;507;5143;5164;5194;5214;5248;5303;5636;5672;5708;586;5914;5921;5952;6215;6226;6310;6409;6479;698;734;786;806;9;995
Seville,1062;1140;1365;2296;230;2565;269;2771;2797;3156;3263;3356;3562;3653;3797;4619;4666;5574;5610;5830;614;6361
Shanghai,1044;1048;1481;1541;1584;1651;1672;1747;1751;1823;1925;2042;2249;2405;2605;2663;2702;278;3047;3261;3364;345;36;3663;3664;3786;3856;4011;4378;4550;4553;4664;4715;4807;4994;5230;5284;5712;5772;5776;5985;605;6147;6190;6259;6401;6423;71;878
Sharjah,4789;5551
Sheffield,1372;1947;2900;3024;3039;3186
Shimonoseki,20;2188;2555;2688;2735;3104;3290;3306;3689;3725;4203;4272;4454;5008;5210;5213;5949;5981
Singapore,1002;1007;1008;1009;1021;1033;1051;1061;1063;1104;1106;1108;111;1113;1115;1120;1123;1127;1150;1152;1153;1162;1164;1167;1168;1179;1180;1183;1204;1222;1238;1244;1253;1264;1279;1288;1292;1293;1296;13;1303;1306;1319;1348;1349;136;1366;137;138;1385;1386;1394;1403;1404;1419;1440;1442;1447;1449;1452;1455;1462;1473;1474;1491;1495;1496;1511;1516;1518;1519;1520;1522;1568;1578;1579;1586;1601;1604;1612;1623;1625;1626;1629;1635;1636;1637;1646;1696;1710;1720;1736;1739;1740;1753;1758;1763;1765;1769;1771;1774;1778;1787;1788;1794;1795;1800;1801;1802;1810;1822;1825;184;1851;1855;1865;1884;1893;1894;1899;1908;1911;1915;1918;1921;1922;193;1933;1934;1940;1950;1952;1955;1965;1968;197;1973;1974;1976;1978;1987;1988;1989;200;201;2018;2030;2032;2048;2049;2060;2070;2075;2079;2081;2083;2101;2104;211;2117;2120;2135;2137;2168;217;2172;2174;2182;2195;2199;2200;2202;2205;2207;221;2212;2214;2219;222;2224;2246;2256;2268;2269;2280;2284;2285;2288;2294;2307;2318;2325;2326;2334;2335;2351;2352;2374;2376;2382;2430;2440;2443;2444;2459;2469;2479;248;2511;2522;2528;253;2544;2545;255;2550;2556;2559;2562;2579;2582;2583;2589;2590;2591;2596;2616;262;2622;2628;2636;2637;2641;2656;2659;2677;268;2689;2691;2713;2714;272;273;2744;2770;2774;2782;2783;280;2800;2801;2807;281;282;2824;2826;2835;2864;2868;288;2882;2922;2927;2934;2949;297;2975;2976;2981;299;3005;3013;3020;3029;3048;3049;3057;3062;3074;309;31;3100;313;3138;3143;3148;315;3154;3157;3163;32;3200;3201;3211;3234;327;3272;3274;3282;3294;3315;3321;3326;3329;3330;334;3340;3349;3365;3366;3383;3385;3394;3401;3413;3414;3419;3438;3454;3463;3467;347;3492;3494;350;3509;3511;3514;3515;3528;3539;3540;3545;3555;3582;3588;3589;3591;3594;36;3601;3603;361;3612;362;3654;3680;370;3716;3717;3719;3731;3733;3741;3743;3747;3772;3782;38;381;3825;383;3830;3833;3839;3845;3847;386;3880;3886;3890;3897;3899;3901;3908;3912;3941;3949;3952;3966;3969;3974;3988;4024;4039;4046;4053;4057;4059;4116;4118;4145;4162;4171;4177;421;4227;4228;4234;4241;4244;4249;4254;426;4275;4279;4285;4290;4296;4303;4318;4319;4325;4363;4364;44;4405;441;4411;4413;4425;4426;4427;4449;4455;4480;4483;4491;4494;4499;450;4501;4502;4522;4546;4551;4555;459;4596;46;4601;4623;4644;4653;4661;4669;4671;4681;4687;4705;4712;4729;4739;4774;4777;4778;4796;4797;4802;4811;482;4846;4853;4856;4870;4873;4917;4925;4934;495;498;5013;5020;5033;5046;5067;5079;5083;5107;5111;5112;5120;5125;5142;5144;5163;5177;5183;5185;5188;5190;5191;5198;52;5202;5203;5219;522;523;5283;5290;5293;53;5305;5309;5316;5317;5350;536;5374;5396;54;5413;5436;5443;5452;5460;5471;5474;5492;552;5524;5525;5534;5555;5559;5569;5572;5576;558;5584;5587;5588;5593;5601;5606;5611;5621;5626;5627;5635;5654;5659;5674;5682;5684;5686;5698;57;5700;5709;5724;5729;5752;5756;5766;5775;5781;5795;5804;5810;5815;5817;5822;5842;585;5855;5856;5857;5899;5905;5906;591;5911;594;5945;5947;5951;5956;5980;5982;5988;5994;5995;5996;5999;6016;6025;6042;6045;6060;6066;6073;6075;6079;6099;6101;6104;6108;6112;6126;6136;6143;6147;615;6156;6160;6170;6174;6180;6182;620;6216;6240;6258;6260;6274;6287;6301;6311;6318;6333;6344;6347;6352;6353;6354;6377;6379;6396;640;6402;6417;642;6430;6440;6458;6460;6461;6462;6463;6480;6483;6487;6492;6495;6517;6520;6523;656;661;674;677;683;686;695;700;703;706;71;72;725;743;766;776;778;780;782;783;784;785;790;800;813;815;817;824;830;834;838;844;851;864;879;882;899;901;910;922;923;943;946;96;963;975;982;986
Smolensk,1196;1836;2221;2427;2458;2766;3275;3465;3780;4127;4176;4185;4388;4665;5140;5604;5694;6297;653
Sofia,1230;1813;1826;2063;2203;3471;380;3831;4347;5242;568;5866;5884;5902
Stockholm,1036;1066;1613;1668;1850;2319;2613;2939;3178;3336;3347;3507;3691;3707;3862;3982;424;4337;4420;4470;4708;5212;5239;5281;5743;5787;5860;6084;6100;6390;6489;675;858;938;985
Stuttgart,1427;2492;2996;3643;4066;4356;5133;5954
Taipei,1281;1787;2211;2227;2315;2706;3920;4060;4225;5005;5230;5451;5646;842;898
Talca,1110;1324;1737;2530;2651;2753;2837;2941;2994;3453;3645;3646;4077;4093;4700;4775;4897;5759;6410;887
Tallinn,1157;1239;1982;4;463;4931;509;6232;6412
Tel Aviv-Yafo,169;1755;1886;2536;2629;2678;2696;326;374;3992;4475;5010;5590;5741;6018;931
Tunis,1257;1621;1938;2494;2805;3000;3614;3795;3915;4404;4479;5084;5550;5608;5738;5762;5850;5898;5969;6050;6137;6204;6319;6349;6451;6504;856;889
Valencia,1406;1482;1648;2015;2142;2336;2542;2743;3152;3171;3262;3295;3475;3627;4220;4288;4841;5021;5181;5235;5517;599;6032;6214;6219;6292;6343;6384;74
Vienna,1295;1487;161;1617;1711;1730;1826;1964;2151;2244;2292;2961;3101;3449;3617;3978;4548;5948;5974;6012
Warsaw,2162;2440;3276;3556;3568;3633;4224;4688;4772
Zonguldak,1111;4482
Zurich,160;2776;3180;4015;4204;5310;5750
